,movie_title,movie_id,summary_35
882,Telling Lies in America (1997),883,"A Hungarian boy, Karchy, struggles to adjust to American culture in the 1960s. He wins a Student Hall of Fame contest and befriends radio DJ, Billy Magic, hoping to become ""cool"". Karchy lies to impress others, but when it hurts his loved ones, he learns to accept himself and give up lying."
883,Year of the Horse (1997),884,"""Neil Young and Crazy Horse's concert tour of 1996 is documented in this film. Interviews with the band and backstage footage from the 70s and 80s provide insight into their long history."""
884,Phantoms (1998),885,"Two sisters suspect a serial killer after people vanish in a small ski resort village, but there is no sign of struggle or blood. A former FBI agent turned sheriff calls for backup. An academic theorizes the town is a victim of the Ancient Enemy, which periodically wipes out civilizations."
885,"Life Less Ordinary, A (1997)",886,A cleaning man in LA takes his boss's daughter hostage after being replaced by a robot. Two angels help bring the unlikely couple together. McGregor stars in this heartwarming story of human connection.
886,Eve's Bayou (1997),887,"In 1962 Louisiana, Dr. Louis Batiste cheats on his wife with a patient, unaware that his daughter Eve is watching. Traumatized, Eve confides in her sister Cisely, and their family is torn apart by lies."
887,One Night Stand (1997),888,"Max, an advertisement director, falls for Karen after meeting her in New York City while visiting his dying friend. They have a passionate night but Max returns to his family in Los Angeles. A year later, he meets Karen again, now married to his friend's brother. The movie portrays the complexities of love and loss."
888,"Tango Lesson, The (1997)",889,Sally meets a tango dancer in Paris and learns to dance. They reunite in Buenos Aires but their relationship changes. They cement their friendship on their trip.
889,Mortal Kombat: Annihilation (1997),890,"In Mortal Kombat, Earth Realm warriors beat sorcerer Shang Tsung, preserving peace. Soon, evil forces led by Shao Kahn invade Earth, threatening to merge the realms. Liu Kang, Raiden, Jax, Sonya, and Kitana must defeat them in six days to save Earth. Action-packed with a high-stakes battle for survival."
890,Bent (1997),891,"Max, a gay man, is sent to a concentration camp during the Nazi regime. He denies his sexuality and is labeled as a Jew. In the camp, he falls in love with Horst, a fellow prisoner who proudly wears his pink label."
891,Flubber (1997),892,"Absent-minded professor Dr Phillip Brainard creates a mysterious rubber-like substance called ""Flubber"", which can lift objects and bounce around. However, a ruthless rival wants to get his hands on it. Can Dr Brainard protect his invention and save Medfield College from closure?"
892,For Richer or Poorer (1997),893,"A wealthy couple, framed by their accountant, flee to Amish country to avoid the IRS. They must adapt to a simpler way of life and rediscover love."
893,Home Alone 3 (1997),894,"A group of industrial spies steal a top-secret microchip and hide it in a toy car. The car ends up in the hands of 8-year-old Alex, who must outsmart the spies to protect his neighborhood. Action-packed and thrilling, this movie will keep you on the edge of your seat."
894,Scream 2 (1997),895,"The sequel to Scream sees Sidney and Randy trying to move on with their lives at college, until a new Ghostface killer starts a spree. With Dewey and Gale's help, Sidney must uncover the murderer's identity before the body count rises any further."
895,"Sweet Hereafter, The (1997)",896,Betty confronts her mother as Archie and Veronica grow closer. Jughead's situation leaves the gang scrambling. Hermione offers Fred a too-good-to-be-true deal. Cheryl takes matters into her own hands after the truth about Blossom's family business is revealed.
896,Time Tracers (1995),897,"An investigative reporter discovers a device that sends humans through time, controlled by a ruthless billionaire. As the experiment progresses, sabotage and deceit lead to devastating events and a paradox that could destroy the universe."
897,"Postman, The (1997)",898,"In a post-apocalyptic America, a wanderer pretends to be a postman and delivers undelivered mail to a town, tricking them into feeding him. However, he becomes a symbol of hope to the people, inspiring them to stand up against a tyrannical warlord."
898,"Winter Guest, The (1997)",899,"The movie follows four pairs of characters, each dealing with their own struggles. Frances wants to escape her memories by moving to Australia with her son, but the arrival of her mother makes her reconsider. Alex experiences his first sexual encounter, while two old women attend strangers' funerals. Two schoolboys skip school to play on the beach."
899,Kundun (1997),900,Kundun is a heart-wrenching tale of the Dalai Lama's escape from Tibet to India due to the Chinese invasion. The movie depicts the oppression faced by the peaceful nation of Tibet and the struggles of the exiled Dalai Lama.
900,Mr. Magoo (1997),901,"Mr. Magoo, an eccentric millionaire with poor eyesight, unknowingly acquires a valuable gem during a museum robbery. He sets out to trace the criminals who wanted to steal it, while being pursued by federal agents. The movie is a comedic adventure with a touch of crime."
901,"Big Lebowski, The (1998)",902,"In ""The Big Lebowski,"" a case of mistaken identity leads to a series of chaotic events for ""the dude."" With the help of his friend Walter, he navigates through a web of deception and danger involving wealthy tycoons and nihilists."
902,Afterglow (1997),903,"""Unhappiness and obsession lead to chaos in the lives of two couples. Ambitious businessman Jeffrey and sexually frustrated Marianne, along with repair contractor Lucky and former B-movie actress Phyllis, struggle to maintain their relationships in this drama."""
903,Ma vie en rose (My Life in Pink) (1997),904,"Ludovic, a transgender girl, shocks her family and neighbors by expressing her desire to marry her neighbor's son. The movie portrays the struggles faced by her loved ones as they come to terms with her identity."
